profession,nation,salary_type,salary
Early Years Practitioner,England,Min,31200.0
Early Years Practitioner,England,Min,20800.0
Early Years Practitioner,England,Min,16000.0
Early Years Practitioner,England,Min,16000.0
Early Years Practitioner,England,Min,31200.0
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,34502.0
Early Years Practitioner,England,Min,27300.0
Early Years Practitioner,England,Min,20767.5
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,19500.0
Early Years Practitioner,England,Min,24667.5
Early Years Practitioner,England,Min,20000.0
Early Years Practitioner,,Min,33800.0
Early Years Practitioner,England,Min,28080.0
Early Years Practitioner,England,Min,37700.0
Early Years Practitioner,England,Min,19500.0
Early Years Practitioner,England,Min,31200.0
Early Years Practitioner,England,Min,31200.0
Early Years Practitioner,England,Min,31200.0
Early Years Practitioner,England,Min,31200.0
Early Years Practitioner,England,Min,31200.0
Early Years Practitioner,England,Min,26467.0
Early Years Practitioner,England,Min,20000.0
Early Years Practitioner,England,Min,19000.0
Early Years Practitioner,England,Min,22000.0
Early Years Practitioner,England,Min,19500.0
Early Years Practitioner,England,Min,19500.0
Early Years Practitioner,England,Min,19500.0
Early Years Practitioner,England,Min,17550.0
Early Years Practitioner,England,Min,21450.0
Early Years Practitioner,England,Min,25000.0
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,31200.0
Early Years Practitioner,England,Min,21255.0
Early Years Practitioner,England,Min,23000.0
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,37700.0
Early Years Practitioner,England,Min,31200.0
Early Years Practitioner,England,Min,23000.0
Early Years Practitioner,,Min,31200.0
Early Years Practitioner,England,Min,25000.0
Early Years Practitioner,England,Min,20987.0
Early Years Practitioner,England,Min,25000.0
Early Years Practitioner,England,Min,19500.0
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,19500.0
Early Years Practitioner,England,Min,19500.0
Early Years Practitioner,England,Min,23400.0
Early Years Practitioner,England,Min,24375.0
Early Years Practitioner,England,Min,19500.0
Early Years Practitioner,England,Min,25500.0
Early Years Practitioner,England,Min,19500.0
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,23400.0
Early Years Practitioner,England,Min,20670.0
Early Years Practitioner,England,Min,20767.5
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,15600.0
Early Years Practitioner,England,Min,20767.5
Early Years Practitioner,England,Min,14917.5
Early Years Practitioner,England,Min,21450.0
Early Years Practitioner,England,Min,19500.0
Early Years Practitioner,England,Min,20767.5
Early Years Practitioner,England,Min,14917.5
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,30000.0
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,18000.0
Early Years Practitioner,England,Min,22425.0
Early Years Practitioner,England,Min,19000.0
Early Years Practitioner,England,Min,20475.0
Early Years Practitioner,England,Min,21450.0
Early Years Practitioner,England,Min,18200.0
Early Years Practitioner,England,Min,31200.0
Early Years Practitioner,England,Min,36400.0
Early Years Practitioner,England,Min,14527.5
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,24000.0
Early Years Practitioner,England,Min,24000.0
Early Years Practitioner,England,Min,24000.0
Early Years Practitioner,England,Min,24000.0
Early Years Practitioner,England,Min,24000.0
Early Years Practitioner,England,Min,21450.0
Early Years Practitioner,England,Min,24375.0
Early Years Practitioner,England,Min,24375.0
Early Years Practitioner,England,Min,24375.0
Early Years Practitioner,England,Min,24375.0
Early Years Practitioner,England,Min,24375.0
Early Years Practitioner,England,Min,18200.0
Early Years Practitioner,England,Min,19500.0
Early Years Practitioner,England,Min,27747.2
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,24627.2
Early Years Practitioner,England,Min,24024.0
Early Years Practitioner,England,Min,25417.6
Early Years Practitioner,England,Min,24585.6
Early Years Practitioner,England,Min,22817.6
Early Years Practitioner,England,Min,22360.0
Early Years Practitioner,England,Min,23420.8
Early Years Practitioner,England,Min,22089.6
Early Years Practitioner,England,Min,21632.0
Early Years Practitioner,England,Min,22692.8
Early Years Practitioner,England,Min,27500.0
Early Years Practitioner,England,Min,25000.0
Early Years Practitioner,England,Min,28000.0
Early Years Practitioner,England,Min,21632.0
Early Years Practitioner,England,Min,21049.6
Early Years Practitioner,Wales,Min,18525.0
Early Years Practitioner,,Min,
Early Years Practitioner,England,Min,
Early Years Practitioner,Wales,Min,16711.5
Early Years Practitioner,England,Min,36920.0
Early Years Practitioner,England,Min,21450.0
Early Years Practitioner,England,Min,21450.0
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,16575.0
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,19500.0
Early Years Practitioner,England,Min,18200.0
Early Years Practitioner,,Min,35000.0
Early Years Practitioner,England,Min,35000.0
Early Years Practitioner,England,Min,35000.0
Early Years Practitioner,England,Min,35000.0
Early Years Practitioner,,Min,35000.0
Early Years Practitioner,England,Min,28600.0
Early Years Practitioner,England,Min,28600.0
Early Years Practitioner,England,Min,19500.0
Early Years Practitioner,England,Min,18200.0
Early Years Practitioner,England,Min,18200.0
Early Years Practitioner,England,Min,19500.0
Early Years Practitioner,England,Min,25000.0
Early Years Practitioner,England,Min,28600.0
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,21000.0
Early Years Practitioner,England,Min,23400.0
Early Years Practitioner,England,Min,15600.0
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,26000.0
Early Years Practitioner,England,Min,26000.0
Early Years Practitioner,England,Min,26000.0
Early Years Practitioner,England,Min,26000.0
Early Years Practitioner,England,Min,26000.0
Early Years Practitioner,England,Min,26000.0
Early Years Practitioner,England,Min,26000.0
Early Years Practitioner,England,Min,26000.0
Early Years Practitioner,England,Min,26000.0
Early Years Practitioner,England,Min,26000.0
Early Years Practitioner,England,Min,22100.0
Early Years Practitioner,England,Min,22100.0
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,23000.0
Early Years Practitioner,England,Min,31200.0
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,26000.0
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,18200.0
Early Years Practitioner,England,Min,24000.0
Early Years Practitioner,England,Min,20000.0
Early Years Practitioner,England,Min,22100.0
Early Years Practitioner,England,Min,19500.0
Early Years Practitioner,England,Min,19500.0
Early Years Practitioner,England,Min,18200.0
Early Years Practitioner,England,Min,19500.0
Early Years Practitioner,England,Min,18200.0
Early Years Practitioner,England,Min,19500.0
Early Years Practitioner,England,Min,31200.0
Early Years Practitioner,England,Min,39000.0
Early Years Practitioner,England,Min,31200.0
Early Years Practitioner,England,Min,22500.0
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,28000.0
Early Years Practitioner,England,Min,25000.0
Early Years Practitioner,England,Min,22000.0
Early Years Practitioner,England,Min,15600.0
Early Years Practitioner,England,Min,22000.0
Early Years Practitioner,England,Min,19500.0
Early Years Practitioner,England,Min,48750.0
Early Years Practitioner,England,Min,25000.0
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,19500.0
Early Years Practitioner,England,Min,24000.0
Early Years Practitioner,England,Min,26000.0
Early Years Practitioner,England,Min,21255.0
Early Years Practitioner,England,Min,22880.0
Early Years Practitioner,England,Min,22880.0
Early Years Practitioner,England,Min,25168.0
Early Years Practitioner,England,Min,22880.0
Early Years Practitioner,England,Min,22880.0
Early Years Practitioner,England,Min,22880.0
Early Years Practitioner,England,Min,23920.0
Early Years Practitioner,England,Min,24960.0
Early Years Practitioner,England,Min,31200.0
Early Years Practitioner,England,Min,22880.0
Early Years Practitioner,England,Min,19500.0
Early Years Practitioner,,Min,21450.0
Early Years Practitioner,England,Min,21000.0
Early Years Practitioner,Wales,Min,21450.0
Early Years Practitioner,England,Min,23400.0
Early Years Practitioner,England,Min,23400.0
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,18200.0
Early Years Practitioner,England,Min,31200.0
Early Years Practitioner,England,Min,31200.0
Early Years Practitioner,England,Min,22067.0
Early Years Practitioner,England,Min,31200.0
Early Years Practitioner,England,Min,20800.0
Early Years Practitioner,England,Min,20000.0
Early Years Practitioner,England,Min,20000.0
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,19500.0
Early Years Practitioner,England,Min,22100.0
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,15600.0
Early Years Practitioner,England,Min,15600.0
Early Years Practitioner,England,Min,21450.0
Early Years Practitioner,England,Min,28600.0
Early Years Practitioner,England,Min,18525.0
Early Years Practitioner,England,Min,16575.0
Early Years Practitioner,England,Min,19500.0
Early Years Practitioner,,Min,25000.0
Early Years Practitioner,England,Min,28600.0
Early Years Practitioner,England,Min,28600.0
Early Years Practitioner,England,Min,20800.0
Early Years Practitioner,England,Min,20800.0
Early Years Practitioner,England,Min,17550.0
Early Years Practitioner,England,Min,17550.0
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,21001.5
Early Years Practitioner,England,Min,21001.5
Early Years Practitioner,England,Min,21001.5
Early Years Practitioner,England,Min,21001.5
Early Years Practitioner,England,Min,21001.5
Early Years Practitioner,England,Min,20800.0
Early Years Practitioner,England,Min,23010.0
Early Years Practitioner,England,Min,24375.0
Early Years Practitioner,England,Min,31200.0
Early Years Practitioner,England,Min,19500.0
Early Years Practitioner,England,Min,20767.5
Early Years Practitioner,England,Min,28600.0
Early Years Practitioner,England,Min,20000.0
Early Years Practitioner,Wales,Min,36400.0
Early Years Practitioner,England,Min,23400.0
Early Years Practitioner,England,Min,23400.0
Early Years Practitioner,England,Min,23400.0
Early Years Practitioner,England,Min,20475.0
Early Years Practitioner,England,Min,20475.0
Early Years Practitioner,England,Min,20475.0
Early Years Practitioner,England,Min,24000.0
Early Years Practitioner,England,Min,21000.0
Early Years Practitioner,England,Min,20000.0
Early Years Practitioner,England,Min,21500.0
Early Years Practitioner,England,Min,20500.0
Early Years Practitioner,England,Min,21450.0
Early Years Practitioner,England,Min,20500.0
Early Years Practitioner,England,Min,17550.0
Early Years Practitioner,England,Min,25000.0
Early Years Practitioner,England,Min,20767.5
Early Years Practitioner,England,Min,15600.0
Early Years Practitioner,England,Min,21000.0
Early Years Practitioner,Scotland,Min,
Early Years Practitioner,England,Min,18000.0
Early Years Practitioner,England,Min,50000.0
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,23010.0
Early Years Practitioner,England,Min,18000.0
Early Years Practitioner,England,Min,23000.0
Early Years Practitioner,England,Min,23000.0
Early Years Practitioner,England,Min,20800.0
Early Years Practitioner,England,Min,
Early Years Practitioner,,Min,
Early Years Practitioner,England,Min,21450.0
Early Years Practitioner,England,Min,21450.0
Early Years Practitioner,England,Min,29900.0
Early Years Practitioner,England,Min,21450.0
Early Years Practitioner,England,Min,33800.0
Early Years Practitioner,England,Min,27300.0
Early Years Practitioner,England,Min,18200.0
Early Years Practitioner,England,Min,21450.0
Early Years Practitioner,England,Min,19760.0
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,19760.0
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,19760.0
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,22132.5
Early Years Practitioner,England,Min,19760.0
Early Years Practitioner,England,Min,19760.0
Early Years Practitioner,England,Min,19500.0
Early Years Practitioner,England,Min,19500.0
Early Years Practitioner,England,Min,19500.0
Early Years Practitioner,England,Min,21900.0
Early Years Practitioner,England,Min,22776.0
Early Years Practitioner,England,Min,22776.0
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,25000.0
Early Years Practitioner,England,Min,26000.0
Early Years Practitioner,England,Min,
Early Years Practitioner,England,Min,
